number,state,createdAt,mergedAt,closedAt,org,repo,title,additions,deletions,changedFiles,commits,comments,reviews,baseRef,headRef,url
236006,"OPEN","2026-02-24T21:31:18Z","","","ops","k8s-deploy","chore(ais) add conductor/worker to rms-integrations.yaml",2,0,1,1,0,0,"master","aroethe-patch-4","https://git.taservs.net/ops/k8s-deploy/pull/236006"
14947,"OPEN","2026-02-24T21:18:50Z","","","rcom","zeke","chore(ais): delete ibrsubmissionsvc artifacts from zeke",82,14965,107,1,9,0,"master","aroethe/delete-ibrsubmission","https://git.taservs.net/rcom/zeke/pull/14947"
44,"MERGED","2026-02-24T18:09:43Z","2026-02-24T19:29:46Z","2026-02-24T19:29:46Z","rcom","ibrsubmissionsvc","perf: paginate SoftDeleteSubmission to fix OOMKill on large submissions ",464,152,8,1,6,3,"releases/release-2026-01-30","aroethe/pagination-SoftDeleteSubmissions-patch","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/44"
233539,"MERGED","2026-02-20T19:15:02Z","2026-02-20T19:37:44Z","2026-02-20T19:37:44Z","ops","k8s-deploy","Update conductor.yaml",2,4,1,2,1,2,"master","aroethe-patch-4","https://git.taservs.net/ops/k8s-deploy/pull/233539"
42,"MERGED","2026-02-19T22:59:39Z","2026-02-24T18:03:07Z","2026-02-24T18:03:07Z","rcom","ibrsubmissionsvc","perf: paginate SoftDeleteSubmission to fix OOMKill on large submissions",464,152,8,2,8,2,"master","aroethe/pagination-SoftDeleteSubmissions","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/42"
124,"OPEN","2026-02-13T20:59:59Z","","","integrations","autoDLQ","feat: allow backlog -> done status update",260,17,2,1,5,1,"master","aroethe/jira-status-update","https://git.taservs.net/integrations/autoDLQ/pull/124"
647,"MERGED","2026-02-12T21:42:14Z","2026-02-12T22:35:58Z","2026-02-12T22:35:58Z","integrations","conductor","fix(gateway): replace CHANGEME placeholder with templated FQDN",1,1,1,1,5,2,"master","aroethe/conductor-gateway-fix","https://git.taservs.net/integrations/conductor/pull/647"
230460,"MERGED","2026-02-12T21:01:37Z","2026-02-12T21:18:01Z","2026-02-12T21:18:01Z","ops","k8s-deploy","Update conductor.yaml",0,6,1,1,1,1,"master","aroethe-patch-4","https://git.taservs.net/ops/k8s-deploy/pull/230460"
230343,"MERGED","2026-02-12T18:47:48Z","2026-02-12T19:17:41Z","2026-02-12T19:17:41Z","ops","k8s-deploy","Update conductor-worker.yaml",1,1,1,1,1,1,"master","aroethe-patch-4","https://git.taservs.net/ops/k8s-deploy/pull/230343"
229519,"MERGED","2026-02-11T20:16:16Z","2026-02-11T20:18:49Z","2026-02-11T20:18:49Z","ops","k8s-deploy","Update conductor-worker.yaml",0,1,1,1,1,1,"master","aroethe-patch-5","https://git.taservs.net/ops/k8s-deploy/pull/229519"
229511,"MERGED","2026-02-11T20:01:46Z","2026-02-11T20:04:32Z","2026-02-11T20:04:32Z","ops","k8s-deploy","Update conductor-worker.yaml",0,5,1,1,1,1,"master","aroethe-patch-5","https://git.taservs.net/ops/k8s-deploy/pull/229511"
229434,"MERGED","2026-02-11T19:34:58Z","2026-02-11T19:36:58Z","2026-02-11T19:36:58Z","ops","k8s-deploy","Update conductor-worker.yaml",0,6,1,1,1,2,"master","aroethe-patch-5","https://git.taservs.net/ops/k8s-deploy/pull/229434"
229343,"MERGED","2026-02-11T18:07:00Z","2026-02-11T19:04:05Z","2026-02-11T19:04:05Z","ops","k8s-deploy","Update conductor-worker.yaml",1,1,1,1,1,1,"master","aroethe-patch-5","https://git.taservs.net/ops/k8s-deploy/pull/229343"
228538,"MERGED","2026-02-11T00:13:59Z","2026-02-11T00:17:02Z","2026-02-11T00:17:02Z","ops","k8s-deploy","Update conductor-worker.yaml",1,0,1,2,1,1,"master","aroethe-patch-6","https://git.taservs.net/ops/k8s-deploy/pull/228538"
228537,"MERGED","2026-02-11T00:12:29Z","2026-02-11T00:16:46Z","2026-02-11T00:16:46Z","ops","k8s-deploy","Update conductor-worker.yaml",1,0,1,1,1,1,"master","aroethe-patch-5","https://git.taservs.net/ops/k8s-deploy/pull/228537"
228370,"MERGED","2026-02-10T21:26:59Z","2026-02-10T21:42:32Z","2026-02-10T21:42:32Z","ops","k8s-deploy","fix: istio excludeOutboundPorts: ""61619"" for activeMQ",5,0,1,1,1,1,"master","aroethe-patch-5","https://git.taservs.net/ops/k8s-deploy/pull/228370"
228360,"MERGED","2026-02-10T21:23:25Z","2026-02-12T00:22:21Z","2026-02-12T00:22:21Z","ops","k8s-deploy","fix: remove sidecar config",0,4,1,2,4,2,"master","aroethe-patch-4","https://git.taservs.net/ops/k8s-deploy/pull/228360"
228329,"MERGED","2026-02-10T20:38:28Z","2026-02-10T21:25:33Z","2026-02-10T21:25:33Z","ops","k8s-deploy","fix: istio excludeOutboundPorts: ""61619"" for activeMQ",5,0,1,2,1,3,"master","revert-228262-aroethe-patch-4","https://git.taservs.net/ops/k8s-deploy/pull/228329"
228262,"MERGED","2026-02-10T18:40:44Z","2026-02-10T18:42:07Z","2026-02-10T18:42:07Z","ops","k8s-deploy","Update conductor-worker.yaml",0,4,1,1,1,1,"master","aroethe-patch-4","https://git.taservs.net/ops/k8s-deploy/pull/228262"
227705,"MERGED","2026-02-10T04:07:40Z","2026-02-10T04:12:52Z","2026-02-10T04:12:52Z","ops","k8s-deploy","Revert ""Update conductor-worker.yaml""",0,6,1,1,1,1,"master","revert-225632-aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/227705"
225632,"MERGED","2026-02-06T17:28:23Z","2026-02-10T00:03:40Z","2026-02-10T00:03:40Z","ops","k8s-deploy","Update conductor-worker.yaml",6,0,1,2,1,2,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/225632"
224893,"MERGED","2026-02-05T23:16:10Z","2026-02-05T23:19:12Z","2026-02-05T23:19:12Z","ops","k8s-deploy","[us1-main-va] migration(conductor-worker): (step-4) Scale up pods 7->10",1,1,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/224893"
224878,"MERGED","2026-02-05T22:50:03Z","2026-02-05T23:09:46Z","2026-02-05T23:09:46Z","ops","k8s-deploy","[us1-main-va] migration(conductor-worker): (step-4.1) Scale up pods 5->7",1,1,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/224878"
224725,"MERGED","2026-02-05T20:11:09Z","2026-02-05T20:14:38Z","2026-02-05T20:14:38Z","ops","k8s-deploy","Update conductor-worker.yaml",1,1,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/224725"
224718,"MERGED","2026-02-05T19:54:14Z","2026-02-05T20:00:39Z","2026-02-05T20:00:39Z","ops","k8s-deploy","Update data-platform.yaml",2,0,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/224718"
224715,"MERGED","2026-02-05T19:51:49Z","2026-02-05T20:04:57Z","2026-02-05T20:04:57Z","ops","k8s-deploy","Revert ""Delete argocd/us2/main/ca/rms/data-platform/conductor-worker.yaml""",71,0,1,3,4,1,"master","revert-220310-yjain-patch-5","https://git.taservs.net/ops/k8s-deploy/pull/224715"
224696,"MERGED","2026-02-05T19:15:59Z","2026-02-05T19:17:45Z","2026-02-05T19:17:45Z","ops","k8s-deploy","Update conductor-worker.yaml",0,2,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/224696"
224670,"MERGED","2026-02-05T18:51:18Z","2026-02-05T18:58:43Z","2026-02-05T18:58:43Z","ops","k8s-deploy","Update conductor-worker.yaml",1,1,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/224670"
224627,"MERGED","2026-02-05T17:49:38Z","2026-02-05T22:43:33Z","2026-02-05T22:43:33Z","ops","k8s-deploy","[us1-main-va] migration(conductor-worker): (step-4.1) Scale up pods 1->5",1,1,1,8,4,2,"master","ci_6147692/als-to-ais-migration-step-4.1_us1-main-va-rms-data-platform-conductor-worker","https://git.taservs.net/ops/k8s-deploy/pull/224627"
224626,"MERGED","2026-02-05T17:42:20Z","2026-02-05T22:32:27Z","2026-02-05T22:32:27Z","ops","k8s-deploy","[us1-main-va] migration(conductor-worker): (step-4) Switch AIS application from ais-transition namespace to data-platform namespace",76,0,1,5,4,1,"master","ci_6147692/als-to-ais-migration-step-4_us1-main-va-rms-data-platform-conductor-worker","https://git.taservs.net/ops/k8s-deploy/pull/224626"
224625,"MERGED","2026-02-05T17:38:27Z","2026-02-05T22:21:01Z","2026-02-05T22:21:01Z","ops","k8s-deploy","[us1-main-va] migration(conductor-worker): (step-3) Remove the ArgoCD application definition for ALS",2,0,1,2,1,1,"master","ci_6147692/als-to-ais-migration-step-3_us1-main-va-rms-data-platform-conductor-worker","https://git.taservs.net/ops/k8s-deploy/pull/224625"
223762,"MERGED","2026-02-04T20:59:35Z","2026-02-04T21:09:09Z","2026-02-04T21:09:09Z","ops","k8s-deploy","Revert ""pod scale up conductor-worker.yaml""",1,1,1,2,1,2,"master","revert-223693-aroethe-patch-4","https://git.taservs.net/ops/k8s-deploy/pull/223762"
223693,"MERGED","2026-02-04T19:57:40Z","2026-02-04T20:01:03Z","2026-02-04T20:01:03Z","ops","k8s-deploy","Update conductor-worker.yaml",1,1,1,1,1,1,"master","aroethe-patch-4","https://git.taservs.net/ops/k8s-deploy/pull/223693"
223686,"OPEN","2026-02-04T19:37:06Z","","","ops","k8s-deploy","Update conductor.yaml",1,1,1,1,1,1,"master","aroethe-patch-3","https://git.taservs.net/ops/k8s-deploy/pull/223686"
223661,"MERGED","2026-02-04T18:51:49Z","2026-02-04T18:53:20Z","2026-02-04T18:53:20Z","ops","k8s-deploy","Update conductor-worker.yaml",1,1,1,1,1,1,"master","aroethe-patch-3","https://git.taservs.net/ops/k8s-deploy/pull/223661"
223655,"MERGED","2026-02-04T18:35:54Z","2026-02-04T18:43:45Z","2026-02-04T18:43:45Z","ops","k8s-deploy","Step 4: argocd/ag1/main/va/rms/data-platform/conductor-worker.yaml",112,0,1,2,3,3,"master","revert-220201-aroethe-patch-3","https://git.taservs.net/ops/k8s-deploy/pull/223655"
223653,"MERGED","2026-02-04T18:34:38Z","2026-02-04T18:40:07Z","2026-02-04T18:40:07Z","ops","k8s-deploy","Step 3 conductor-worker",2,0,1,1,0,1,"master","revert-220202-aroethe-patch-4","https://git.taservs.net/ops/k8s-deploy/pull/223653"
6353,"MERGED","2026-02-03T18:13:18Z","2026-02-03T18:46:12Z","2026-02-03T18:46:12Z","integrations","translator","fix: build",0,0,0,1,1,1,"releases/release-2026-02-03","aroethe/build-release","https://git.taservs.net/integrations/translator/pull/6353"
65196,"CLOSED","2026-01-30T18:29:06Z","","2026-02-17T20:38:48Z","ops","argo-apps","conductor-workert replica 2->10",3,0,1,1,1,2,"master","aroethe-patch-1","https://git.taservs.net/ops/argo-apps/pull/65196"
220202,"MERGED","2026-01-30T18:13:57Z","2026-01-30T18:20:50Z","2026-01-30T18:20:50Z","ops","k8s-deploy","Step 3 conductor-worker revert",0,2,1,1,0,1,"master","aroethe-patch-4","https://git.taservs.net/ops/k8s-deploy/pull/220202"
220201,"MERGED","2026-01-30T18:13:02Z","2026-01-30T18:15:00Z","2026-01-30T18:15:00Z","ops","k8s-deploy","Step 4: Delete argocd/ag1/main/va/rms/data-platform/conductor-worker.yaml",0,112,1,1,1,1,"master","aroethe-patch-3","https://git.taservs.net/ops/k8s-deploy/pull/220201"
219134,"MERGED","2026-01-30T00:09:51Z","2026-01-30T00:14:40Z","2026-01-30T00:14:40Z","ops","k8s-deploy","Update conductor-worker.yaml",1,1,1,1,1,1,"master","aroethe-patch-3","https://git.taservs.net/ops/k8s-deploy/pull/219134"
219069,"MERGED","2026-01-29T23:28:51Z","2026-01-29T23:31:38Z","2026-01-29T23:31:38Z","ops","k8s-deploy","Update conductor-worker.yaml",1,1,1,1,1,1,"master","aroethe-patch-3","https://git.taservs.net/ops/k8s-deploy/pull/219069"
218952,"MERGED","2026-01-29T21:53:46Z","2026-01-30T00:23:59Z","2026-01-30T00:23:59Z","ops","k8s-deploy","Revert ""[us1-main-va] migration(conductor-worker): (step-4) Switch AIS application from `ais-transition` namespace to `data-platform` namespace""",0,78,1,1,1,1,"master","revert-215503-ci_6147692/als-to-ais-migration-step-4_us1-main-va-rms-data-platform-conductor-worker","https://git.taservs.net/ops/k8s-deploy/pull/218952"
218775,"MERGED","2026-01-29T18:37:57Z","2026-01-29T18:56:27Z","2026-01-29T18:56:28Z","ops","k8s-deploy","fix: update egress mounting path ",22,1,1,2,1,1,"master","aroethe-patch-3","https://git.taservs.net/ops/k8s-deploy/pull/218775"
216836,"MERGED","2026-01-28T00:44:34Z","2026-01-28T00:46:05Z","2026-01-28T00:46:05Z","ops","k8s-deploy","Update entityresolver.yaml",1,1,1,1,1,1,"master","aroethe-patch-3","https://git.taservs.net/ops/k8s-deploy/pull/216836"
216832,"CLOSED","2026-01-28T00:40:15Z","","2026-02-05T17:50:01Z","ops","k8s-deploy","Update dalor.yaml",2,1,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/216832"
216828,"MERGED","2026-01-28T00:31:49Z","2026-01-28T00:38:42Z","2026-01-28T00:38:42Z","ops","k8s-deploy","Update entityresolver.yaml",2,2,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/216828"
216826,"MERGED","2026-01-28T00:29:02Z","2026-01-28T00:30:28Z","2026-01-28T00:30:28Z","ops","k8s-deploy","Update entityresolver.yaml",3,0,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/216826"
216824,"MERGED","2026-01-28T00:18:20Z","2026-01-28T00:20:43Z","2026-01-28T00:20:43Z","ops","k8s-deploy","Update entityresolver.yaml",1,4,1,1,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/216824"
216601,"CLOSED","2026-01-27T18:46:12Z","","2026-02-19T19:02:23Z","ops","k8s-deploy","ci 6147692/als to ais migration step 4 ca1 main cc rms data platform conductor worker revert",0,0,0,3,0,0,"master","ci_6147692/als-to-ais-migration-step-4_ca1-main-cc-rms-data-platform-conductor-worker-revert","https://git.taservs.net/ops/k8s-deploy/pull/216601"
216600,"CLOSED","2026-01-27T18:44:51Z","","2026-02-19T19:02:31Z","ops","k8s-deploy","ci 6147692/als to ais migration step 4 us3 main va rms data platform conductor worker revert",0,0,0,4,0,0,"master","ci_6147692/als-to-ais-migration-step-4_us3-main-va-rms-data-platform-conductor-worker-revert","https://git.taservs.net/ops/k8s-deploy/pull/216600"
216599,"CLOSED","2026-01-27T18:43:57Z","","2026-02-19T19:02:39Z","ops","k8s-deploy","ci 6147692/als to ais migration step 4 us1 main va rms data platform conductor worker revert",0,0,0,3,0,0,"master","ci_6147692/als-to-ais-migration-step-4_us1-main-va-rms-data-platform-conductor-worker-revert","https://git.taservs.net/ops/k8s-deploy/pull/216599"
216598,"CLOSED","2026-01-27T18:40:02Z","","2026-02-19T19:03:00Z","ops","k8s-deploy","ci 6147692/als to ais migration step 3 us3 main va rms data platform conductor worker revert",0,0,0,3,0,0,"master","ci_6147692/als-to-ais-migration-step-3_us3-main-va-rms-data-platform-conductor-worker-revert","https://git.taservs.net/ops/k8s-deploy/pull/216598"
216593,"MERGED","2026-01-27T18:39:07Z","2026-01-30T00:24:59Z","2026-01-30T00:24:59Z","ops","k8s-deploy","Revert ""[us1-main-va] migration(conductor-worker): (step-3) Remove the ArgoCD application definition for ALS""",0,2,1,4,1,1,"master","ci_6147692/als-to-ais-migration-step-3_us1-main-va-rms-data-platform-conductor-worker-revert","https://git.taservs.net/ops/k8s-deploy/pull/216593"
216589,"CLOSED","2026-01-27T18:38:05Z","","2026-02-19T19:02:48Z","ops","k8s-deploy","ci 6147692/als to ais migration step 3 ca1 main cc rms data platform conductor worker revert",0,0,0,4,0,0,"master","ci_6147692/als-to-ais-migration-step-3_ca1-main-cc-rms-data-platform-conductor-worker-revert","https://git.taservs.net/ops/k8s-deploy/pull/216589"
214486,"MERGED","2026-01-23T22:01:03Z","2026-01-26T22:17:43Z","2026-01-26T22:17:43Z","ops","k8s-deploy","Update rms-integrations.yaml",3,1,1,3,0,1,"master","aroethe-patch-1-1","https://git.taservs.net/ops/k8s-deploy/pull/214486"
632,"CLOSED","2026-01-23T19:52:50Z","","2026-02-14T06:03:06Z","integrations","conductor","feat: ais-ship-it-script",43,24,1,1,6,0,"master","aroethe/ais-shipit-script","https://git.taservs.net/integrations/conductor/pull/632"
6099,"CLOSED","2026-01-23T18:59:27Z","","2026-01-23T19:27:06Z","integrations","translator","build",0,1,1,2,2,1,"releases/release-2026-01-20","aroethe/patch3","https://git.taservs.net/integrations/translator/pull/6099"
214307,"MERGED","2026-01-23T17:17:50Z","2026-01-23T19:52:01Z","2026-01-23T19:52:01Z","ops","k8s-deploy","Update conductor-worker.yaml",1,1,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/214307"
213751,"MERGED","2026-01-22T23:08:43Z","2026-01-22T23:13:45Z","2026-01-22T23:13:45Z","ops","k8s-deploy","Update conductor-worker.yaml",1,1,1,3,1,4,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/213751"
213724,"MERGED","2026-01-22T22:24:13Z","2026-01-22T22:26:33Z","2026-01-22T22:26:33Z","ops","k8s-deploy","Update conductor-worker.yaml",12,0,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/213724"
213718,"MERGED","2026-01-22T22:06:45Z","2026-01-22T22:31:39Z","2026-01-22T22:31:39Z","ops","k8s-deploy","[us2-main-ca] migration(conductor-worker): (step-4) Switch AIS application from ais-transition namespace to data-platform namespace",73,0,1,3,5,1,"master","ci_6095026/als-to-ais-migration-step-4_us2-main-ca-rms-data-platform-conductor-worker","https://git.taservs.net/ops/k8s-deploy/pull/213718"
213709,"MERGED","2026-01-22T21:45:36Z","2026-01-22T22:20:00Z","2026-01-22T22:20:00Z","ops","k8s-deploy","[us2-main-ca] migration(conductor-worker): (step-3) Remove the ArgoCD…",2,0,1,1,1,1,"master","ci_6095026/als-to-ais-migration-step-3_us2-main-ca-rms-data-platform-conductor-worker","https://git.taservs.net/ops/k8s-deploy/pull/213709"
630,"MERGED","2026-01-22T21:42:31Z","2026-01-22T22:07:51Z","2026-01-22T22:07:51Z","integrations","conductor","fix: move conductor-api-egress-cert out of base (#629)",0,10,1,1,0,2,"releases/release-2026-01-17","aroethe/patch2","https://git.taservs.net/integrations/conductor/pull/630"
213703,"MERGED","2026-01-22T21:34:57Z","2026-01-22T21:43:01Z","2026-01-22T21:43:01Z","ops","k8s-deploy","Update conductor-worker.yaml",9,0,1,2,1,3,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/213703"
629,"MERGED","2026-01-22T21:32:32Z","2026-01-22T21:40:28Z","2026-01-22T21:40:28Z","integrations","conductor","fix: move conductor-api-egress-cert out of base",0,10,1,1,4,2,"master","aroethe/fix-conductor-api-egress-cert","https://git.taservs.net/integrations/conductor/pull/629"
213692,"MERGED","2026-01-22T21:11:08Z","2026-01-22T21:15:49Z","2026-01-22T21:15:49Z","ops","k8s-deploy","Revert ""[us2-main-ca] migration(conductor-worker): (step-3) Remove the ArgoCD application definition for ALS""",0,2,1,1,1,1,"master","revert-213677-ci_6095026/als-to-ais-migration-step-3_us2-main-ca-rms-data-platform-conductor-worker","https://git.taservs.net/ops/k8s-deploy/pull/213692"
213689,"MERGED","2026-01-22T21:10:38Z","2026-01-22T21:13:12Z","2026-01-22T21:13:12Z","ops","k8s-deploy","Revert ""[us2-main-ca] migration(conductor-worker): (step-4) Switch AIS application from `ais-transition` namespace to `data-platform` namespace""",0,73,1,1,1,1,"master","revert-213678-ci_6095026/als-to-ais-migration-step-4_us2-main-ca-rms-data-platform-conductor-worker","https://git.taservs.net/ops/k8s-deploy/pull/213689"
628,"MERGED","2026-01-22T20:07:16Z","2026-01-22T20:16:19Z","2026-01-22T20:16:19Z","integrations","conductor","fix: ais ag1 testing (#622)",26,9,1,1,0,2,"releases/release-2026-01-17","aroethe/patch","https://git.taservs.net/integrations/conductor/pull/628"
6064,"MERGED","2026-01-22T19:11:27Z","2026-01-26T22:27:53Z","2026-01-26T22:27:53Z","integrations","translator","fix(gha): allow updates to __snapshots__ folder path",2,1,1,2,4,2,"master","aroethe/fast-pass-fix","https://git.taservs.net/integrations/translator/pull/6064"
5965,"MERGED","2026-01-16T18:36:53Z","2026-01-16T18:49:45Z","2026-01-16T18:49:45Z","integrations","translator","fix(intagrations): aroethe/patch2",1417,18,5,3,2,1,"releases/release-2025-12-18","aroethe/patch2","https://git.taservs.net/integrations/translator/pull/5965"
210595,"MERGED","2026-01-16T17:59:30Z","2026-01-16T18:01:49Z","2026-01-16T18:01:49Z","ops","k8s-deploy","Update conductor-worker.yaml",0,24,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/210595"
210594,"MERGED","2026-01-16T17:48:25Z","2026-01-16T17:49:42Z","2026-01-16T17:49:42Z","ops","k8s-deploy","Update conductor-worker.yaml",15,3,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/210594"
210587,"MERGED","2026-01-16T17:31:57Z","2026-01-16T17:33:13Z","2026-01-16T17:33:13Z","ops","k8s-deploy","Update conductor-worker.yaml",4,0,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/210587"
210578,"MERGED","2026-01-16T16:58:04Z","2026-01-16T17:00:17Z","2026-01-16T17:00:17Z","ops","k8s-deploy","Update conductor-worker.yaml",1,1,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/210578"
5953,"MERGED","2026-01-15T21:48:00Z","2026-01-15T22:01:40Z","2026-01-15T22:01:40Z","integrations","translator","fix(ibr): hotfix",2162,2334,31,3,2,1,"releases/release-2025-12-18","aroethe/patch","https://git.taservs.net/integrations/translator/pull/5953"
209988,"MERGED","2026-01-15T19:52:11Z","2026-01-15T19:54:40Z","2026-01-15T19:54:40Z","ops","k8s-deploy","Update conductor-worker.yaml",2,0,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/209988"
209873,"MERGED","2026-01-15T16:31:17Z","2026-01-15T16:32:52Z","2026-01-15T16:32:52Z","ops","k8s-deploy","Update conductor-worker.yaml",6,0,1,2,1,2,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/209873"
209248,"MERGED","2026-01-14T17:04:48Z","2026-01-14T17:06:07Z","2026-01-14T17:06:07Z","ops","k8s-deploy","Update partition-management-cronjob.yaml",9,1,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/209248"
209245,"MERGED","2026-01-14T16:55:26Z","2026-01-14T16:56:41Z","2026-01-14T16:56:41Z","ops","k8s-deploy","Update partition-management-cronjob.yaml",1,1,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/209245"
622,"MERGED","2026-01-14T00:10:24Z","2026-01-22T19:58:57Z","2026-01-22T19:58:57Z","integrations","conductor","fix: ais ag1 testing",26,9,1,12,5,2,"master","aroethe/testing-ag1","https://git.taservs.net/integrations/conductor/pull/622"
621,"MERGED","2026-01-13T20:10:57Z","2026-01-13T23:23:51Z","2026-01-13T23:23:51Z","integrations","conductor","fix: ais docker file setup",51,16,5,8,5,2,"master","aroethe/docker.file","https://git.taservs.net/integrations/conductor/pull/621"
620,"MERGED","2026-01-13T19:19:07Z","2026-01-13T19:56:42Z","2026-01-13T19:56:42Z","integrations","conductor","feat(ais): conductor-worker charts + workflows",499,88,12,2,0,6,"master","aroethe/ais-conductor-worker","https://git.taservs.net/integrations/conductor/pull/620"
5916,"MERGED","2026-01-13T03:02:41Z","2026-01-13T17:09:00Z","2026-01-13T17:09:00Z","integrations","translator","build: staging Revert ""build: staging (#5823)""",3,189,1,3,5,2,"master","aroethe/revert","https://git.taservs.net/integrations/translator/pull/5916"
5915,"MERGED","2026-01-13T02:19:08Z","2026-01-13T17:00:40Z","2026-01-13T17:00:40Z","integrations","translator","feat: fast pass edge cases",30,150,1,24,25,2,"master","aroethe/fast-pass-label-demo","https://git.taservs.net/integrations/translator/pull/5915"
120,"MERGED","2026-01-12T20:07:34Z","2026-01-12T20:12:56Z","2026-01-12T20:12:56Z","integrations","dalor","fix(chart): version 1.5.4-integrations-temporary upgrade (#116)",5,1,2,1,4,2,"releases/release-2025-12-05","aroethe/patch","https://git.taservs.net/integrations/dalor/pull/120"
5825,"MERGED","2026-01-08T23:50:01Z","2026-01-08T23:55:14Z","2026-01-08T23:55:15Z","integrations","translator","build: staging (#5823)",189,3,1,1,0,2,"releases/release-2026-hack","aroethe/patch","https://git.taservs.net/integrations/translator/pull/5825"
5824,"CLOSED","2026-01-08T23:46:11Z","","2026-01-09T00:12:44Z","integrations","translator","ci(deployment): liquid template fast pass (#5818)",796,3,4,2,4,0,"master","aroethe/patch","https://git.taservs.net/integrations/translator/pull/5824"
5823,"MERGED","2026-01-08T23:36:20Z","2026-01-08T23:42:07Z","2026-01-08T23:42:07Z","integrations","translator","build: staging",189,3,1,1,2,2,"master","aroethe/staging","https://git.taservs.net/integrations/translator/pull/5823"
5818,"MERGED","2026-01-08T18:43:16Z","2026-01-08T22:48:45Z","2026-01-08T22:48:45Z","integrations","translator","ci(deployment): liquid template fast pass",607,0,3,11,11,3,"master","aroethe/deployment-fast-pass","https://git.taservs.net/integrations/translator/pull/5818"
207179,"MERGED","2026-01-08T17:03:34Z","2026-01-08T17:13:57Z","2026-01-08T17:13:57Z","ops","k8s-deploy","fix(rms-integrations): conductor-worker translatorurl to base",1,1,1,1,1,3,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/207179"
205664,"MERGED","2026-01-02T21:41:12Z","2026-01-08T15:52:28Z","2026-01-08T15:52:28Z","ops","k8s-deploy","fix(rms-integrations): conductor-worker translatorurl to base",1,1,1,4,3,3,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/205664"
63944,"MERGED","2026-01-02T21:12:47Z","2026-01-02T21:23:21Z","2026-01-02T21:23:21Z","ops","argo-apps","fix(config): conductor-worker translatorurl to base",0,3,3,3,3,1,"master","aroethe-patch-1","https://git.taservs.net/ops/argo-apps/pull/63944"
205643,"MERGED","2026-01-02T16:59:46Z","2026-01-02T17:27:05Z","2026-01-02T17:27:05Z","ops","k8s-deploy","Rename export-integrations-consumer-dlq.yaml to export-integrations-d…",4,4,1,3,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/205643"
113,"MERGED","2025-12-30T21:07:31Z","2025-12-30T21:12:32Z","2025-12-30T21:12:32Z","integrations","dalor","fix: template uses diff location image-tag-paths",2,2,1,1,6,2,"master","aroethe/fix","https://git.taservs.net/integrations/dalor/pull/113"
205456,"MERGED","2025-12-30T19:13:15Z","2025-12-30T19:39:44Z","2025-12-30T19:39:44Z","ops","k8s-deploy","Update dalor.yaml",2,2,2,2,1,3,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/205456"
112,"MERGED","2025-12-30T18:50:57Z","2025-12-30T20:50:24Z","2025-12-30T20:50:24Z","integrations","dalor","fix: partition-management-cronjob local-path",24,25,2,8,8,2,"master","aroethe/ag1-fix","https://git.taservs.net/integrations/dalor/pull/112"
