number,state,createdAt,mergedAt,closedAt,org,repo,title,additions,deletions,changedFiles,commits,comments,reviews,baseRef,headRef,url
2566,"CLOSED","2025-04-14T23:10:31Z","","2025-04-30T16:22:52Z","axon","axon-teamcity","feat(ci): build the integrations/translatorV2 project",19,0,1,4,1,4,"master","aroethe/integrations-translatorV2","https://git.taservs.net/axon/axon-teamcity/pull/2566"
49095,"MERGED","2025-04-14T17:37:45Z","2025-04-25T22:53:54Z","2025-04-25T22:53:54Z","ops","argo-apps","feat(service): new translatorV2 mirror of translator in AG1",101,0,2,5,1,7,"master","aroethe/translatorV2-ag1-setup","https://git.taservs.net/ops/argo-apps/pull/49095"
2740,"MERGED","2025-04-14T17:03:57Z","2025-04-15T21:39:02Z","2025-04-15T21:39:02Z","integrations","translator","fix(liquid): use iterated item instead of index0",32,22,2,4,1,4,"master","aroethe/bug-fix-BryanPd-TexasDOTNonGOToAxonRecords","https://git.taservs.net/integrations/translator/pull/2740"
2739,"MERGED","2025-04-14T16:49:25Z","2025-04-15T21:30:24Z","2025-04-15T21:30:24Z","integrations","translator","fix(liquid): bad data path",3,3,2,3,1,4,"master","aroethe/bug-fix-test/BryanPd-TexasDOT","https://git.taservs.net/integrations/translator/pull/2739"
2730,"MERGED","2025-04-11T17:29:54Z","2025-04-15T17:53:30Z","2025-04-15T17:53:30Z","integrations","translator","fix(Liquid): bad if statements with filters during evaluation",23,9,2,3,1,4,"master","aroethe/bug-fix-LafayettePd-eCWSToAxonRecords","https://git.taservs.net/integrations/translator/pull/2730"
2729,"MERGED","2025-04-11T16:35:14Z","2025-04-15T17:25:23Z","2025-04-15T17:25:23Z","integrations","translator","fix(Liquid): Missing commas for codeTableDefault filter",41,7,7,5,1,5,"master","aroethe/bug-fix-CrossroadsCollisionRelationship","https://git.taservs.net/integrations/translator/pull/2729"
2728,"MERGED","2025-04-11T15:25:11Z","2025-04-15T17:08:27Z","2025-04-15T17:08:27Z","integrations","translator","fix(liquid): bad if evaluation missing ==",9,9,3,7,1,4,"master","aroethe/bug-fix-CloudGavelWarrants","https://git.taservs.net/integrations/translator/pull/2728"
2719,"MERGED","2025-04-10T21:25:36Z","2025-04-15T16:23:30Z","2025-04-15T16:23:30Z","integrations","translator","style(liquid): add : and , to filters",7440,7440,375,13,2,5,"master","aroethe/filter-formatting","https://git.taservs.net/integrations/translator/pull/2719"
2716,"MERGED","2025-04-10T16:22:02Z","2025-05-08T17:09:33Z","2025-05-08T17:09:33Z","integrations","translator","docs(readme): breaking changes with LiquidJS v10+",70,0,1,4,2,2,"master","aroethe/readme-docs","https://git.taservs.net/integrations/translator/pull/2716"
2704,"MERGED","2025-04-08T18:30:32Z","2025-04-10T18:51:13Z","2025-04-10T18:51:13Z","integrations","translator","fix(Liquid): Coplogic location unitNumber missing due to bad if statement",1031,530,21,13,1,32,"master","aroethe/bug-fix-coplogic","https://git.taservs.net/integrations/translator/pull/2704"
90183,"CLOSED","2025-03-31T21:50:53Z","","2025-04-08T22:37:16Z","ops","k8s-deploy","data platform/promoteToProd/us3/2025 03 31 15 36 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/us3/2025-03-31-15-36-revert","https://git.taservs.net/ops/k8s-deploy/pull/90183"
90182,"CLOSED","2025-03-31T21:50:01Z","","2025-04-08T22:37:16Z","ops","k8s-deploy","Updated tag for us3 deployment",2,2,1,1,1,0,"master","data-platform/promoteToProd/us3/2025-03-31-15-36","https://git.taservs.net/ops/k8s-deploy/pull/90182"
90180,"CLOSED","2025-03-31T21:48:17Z","","2025-04-08T22:37:16Z","ops","k8s-deploy","data platform/promoteToProd/ca1/2025 03 31 15 36 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/ca1/2025-03-31-15-36-revert","https://git.taservs.net/ops/k8s-deploy/pull/90180"
90179,"CLOSED","2025-03-31T21:47:13Z","","2025-04-08T22:37:15Z","ops","k8s-deploy","Updated tag for ca1 deployment",2,2,1,1,1,0,"master","data-platform/promoteToProd/ca1/2025-03-31-15-36","https://git.taservs.net/ops/k8s-deploy/pull/90179"
90177,"CLOSED","2025-03-31T21:45:38Z","","2025-04-08T22:37:15Z","ops","k8s-deploy","data platform/promoteToProd/us1/2025 03 31 15 36 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/us1/2025-03-31-15-36-revert","https://git.taservs.net/ops/k8s-deploy/pull/90177"
90175,"CLOSED","2025-03-31T21:37:22Z","","2025-04-08T22:37:15Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/us1/2025-03-31-15-36",2,2,1,1,1,0,"master","data-platform/promoteToProd/us1/2025-03-31-15-36","https://git.taservs.net/ops/k8s-deploy/pull/90175"
48198,"MERGED","2025-03-31T16:12:13Z","2025-03-31T17:59:28Z","2025-03-31T17:59:28Z","ops","argo-apps","Difference from master data-platform-promoteToStaging-2025-03-31-10-1…",14,14,11,2,1,1,"master","data-platform-promoteToStaging-2025-03-31-10-11-52","https://git.taservs.net/ops/argo-apps/pull/48198"
2612,"MERGED","2025-03-20T21:06:45Z","2025-05-29T16:59:48Z","2025-05-29T16:59:48Z","integrations","translator","feat(package): upgrade LiquidJS v10.20.3",3410,1518,103,217,5,34,"master","aroethe/upgrade_liquidjsV10","https://git.taservs.net/integrations/translator/pull/2612"
2609,"CLOSED","2025-03-20T18:08:18Z","","2025-04-10T16:13:07Z","integrations","translator","feat(tags): upgrade tags with new logic from version upgrade",163,189,21,21,2,0,"master","aroethe/upgrade_liquidjs_10.20.3","https://git.taservs.net/integrations/translator/pull/2609"
532,"MERGED","2025-02-28T18:53:05Z","2025-02-28T20:02:37Z","2025-02-28T20:02:37Z","rcom","karate-api-test","feat(e2e): use fallback user",30,48,2,1,1,1,"master","aroethe/bookingsReleaseImportE2E-add","https://git.taservs.net/rcom/karate-api-test/pull/532"
529,"MERGED","2025-02-25T23:05:00Z","2025-02-27T22:34:11Z","2025-02-27T22:34:11Z","rcom","karate-api-test","test(e2e): Booking Release Import",219,3,7,5,3,3,"master","aroethe/bookingsReleaseImportE2E","https://git.taservs.net/rcom/karate-api-test/pull/529"
15013,"MERGED","2025-02-24T17:30:11Z","2025-02-27T19:31:21Z","2025-02-27T19:31:21Z","ops","grafana-telemetry","feat(Alert): AxonRecordBookingImport DLQ",22,0,1,2,0,4,"master","aroethe/RecordbookingImport","https://git.taservs.net/ops/grafana-telemetry/pull/15013"
45270,"MERGED","2025-02-21T19:32:36Z","2025-02-21T19:36:32Z","2025-02-21T19:36:32Z","ops","argo-apps","data-platform-promoteToStaging-20250221.1334-release-2025-02-18-20-02-patch",2,2,2,2,2,1,"master","data-platform-promoteToStaging-20250221.1334-release-2025-02-18-20-02-patch","https://git.taservs.net/ops/argo-apps/pull/45270"
466,"MERGED","2025-02-21T18:39:25Z","2025-02-21T19:24:09Z","2025-02-21T19:24:09Z","integrations","conductor","fix(CFSModule): Remove unresolved user from officers list (#463)",23,2,1,1,0,2,"releases/release-2025-02-18-20-02","patch-pr-20250219.1332-release-2025-02-18-20-02","https://git.taservs.net/integrations/conductor/pull/466"
465,"CLOSED","2025-02-21T18:35:08Z","","2025-02-21T18:35:26Z","integrations","conductor","patch-pr-20250219.1332-release-2025-02-18-20-02",32,4,2,3,0,0,"master","patch-pr-20250219.1332-release-2025-02-18-20-02","https://git.taservs.net/integrations/conductor/pull/465"
2418,"MERGED","2025-02-20T18:39:06Z","2025-02-27T20:24:28Z","2025-02-27T20:24:28Z","integrations","translator","feat(bookings): import release form",102,0,5,14,0,2,"master","aroethe/bookingsReleaseImport","https://git.taservs.net/integrations/translator/pull/2418"
78127,"CLOSED","2025-02-20T16:22:11Z","","2025-02-26T23:56:09Z","ops","k8s-deploy","data-platform/promoteToProd/ca1/2025-02-19-08-32-revert",0,0,0,3,0,0,"master","data-platform/promoteToProd/ca1/2025-02-19-08-32-revert","https://git.taservs.net/ops/k8s-deploy/pull/78127"
78126,"CLOSED","2025-02-20T16:14:51Z","","2025-02-26T23:56:18Z","ops","k8s-deploy","data platform/promoteToProd/us3/2025 02 19 08 32 revert",0,0,0,3,0,0,"master","data-platform/promoteToProd/us3/2025-02-19-08-32-revert","https://git.taservs.net/ops/k8s-deploy/pull/78126"
77909,"CLOSED","2025-02-19T23:49:42Z","","2025-02-20T16:19:55Z","ops","k8s-deploy","data platform/promoteToProd/ca1/2025 02 19 08 32 revert",2,2,1,5,1,0,"master","data-platform/promoteToProd/ca1/2025-02-19-08-32-revert","https://git.taservs.net/ops/k8s-deploy/pull/77909"
77908,"CLOSED","2025-02-19T23:47:45Z","","2025-02-20T16:10:25Z","ops","k8s-deploy","data platform/promoteToProd/us3/2025 02 19 08 32 revert",0,0,0,0,1,0,"master","data-platform/promoteToProd/us3/2025-02-19-08-32-revert","https://git.taservs.net/ops/k8s-deploy/pull/77908"
77907,"CLOSED","2025-02-19T23:45:33Z","","2025-02-26T23:56:29Z","ops","k8s-deploy","data platform/promoteToProd/us1/2025 02 19 08 32 revert",0,0,0,4,0,0,"master","data-platform/promoteToProd/us1/2025-02-19-08-32-revert","https://git.taservs.net/ops/k8s-deploy/pull/77907"
45125,"MERGED","2025-02-19T22:52:17Z","2025-02-19T23:28:20Z","2025-02-19T23:28:20Z","ops","argo-apps","fix(patch): cfs module",2,2,2,2,1,1,"master","data-platform-promoteToStaging-release-2025-02-18-20-02-patch","https://git.taservs.net/ops/argo-apps/pull/45125"
461,"MERGED","2025-02-19T22:05:49Z","2025-02-19T22:24:33Z","2025-02-19T22:24:33Z","integrations","conductor","patch 20250218.1327 release 2025 02 18 20 02",4,2,1,1,0,2,"releases/release-2025-02-18-20-02","patch-revert-pr-20250218.1327-release-2025-02-18-20-02","https://git.taservs.net/integrations/conductor/pull/461"
460,"CLOSED","2025-02-19T19:24:46Z","","2025-07-29T16:13:19Z","integrations","conductor","ci(githubAction): add support chore upgrades",15,0,1,2,0,0,"master","aroethe/dependabot","https://git.taservs.net/integrations/conductor/pull/460"
458,"MERGED","2025-02-19T00:21:18Z","2025-08-21T16:56:09Z","2025-08-21T16:56:09Z","integrations","conductor","build(script): automated collecting tags",28,8,1,5,3,5,"master","aroethe/findTags","https://git.taservs.net/integrations/conductor/pull/458"
63,"MERGED","2025-02-14T22:20:14Z","2025-02-18T21:14:59Z","2025-02-18T21:14:59Z","integrations","autoDLQ","fix(jira): create MaxErrorMessageCharLength for jira tickets",79,10,4,4,1,4,"master","aroethe/MaxErrorMessageCharLength","https://git.taservs.net/integrations/autoDLQ/pull/63"
454,"MERGED","2025-02-10T22:52:21Z","2025-02-27T22:11:41Z","2025-02-27T22:11:41Z","integrations","conductor","feat(transport): Support bookings integration on release",1290,103,23,28,2,6,"master","aroethe/bookings-transport","https://git.taservs.net/integrations/conductor/pull/454"
62,"MERGED","2025-02-10T20:19:19Z","2025-02-18T19:02:15Z","2025-02-18T19:02:15Z","integrations","autoDLQ","fix: remove config port",1,1,2,1,0,2,"master","aroethe/fix","https://git.taservs.net/integrations/autoDLQ/pull/62"
61,"MERGED","2025-02-05T23:25:44Z","2025-02-06T22:33:08Z","2025-02-06T22:33:08Z","integrations","autoDLQ","style(docs): add jiraRequeue command example",17,9,10,2,0,2,"master","aroethe/docs","https://git.taservs.net/integrations/autoDLQ/pull/61"
450,"MERGED","2025-02-05T21:43:59Z","2025-02-13T23:32:55Z","2025-02-13T23:32:55Z","integrations","conductor","feat(api): Hermes query booking",194,0,5,13,1,9,"master","aroethe/GetBooking","https://git.taservs.net/integrations/conductor/pull/450"
449,"MERGED","2025-02-05T20:47:23Z","2025-02-10T16:11:31Z","2025-02-10T16:11:31Z","integrations","conductor","feat(api): Hermes mutation createDocumentForExistingBooking",304,0,5,8,1,6,"master","aroethe/createDocumentForExistingBooking","https://git.taservs.net/integrations/conductor/pull/449"
443,"MERGED","2025-01-31T17:06:42Z","2025-02-06T20:00:00Z","2025-02-06T20:00:00Z","integrations","conductor","feat(script): generate ship room descriptions from all PRs between two tags",82,1,2,7,1,4,"master","aroethe/ship-it-script","https://git.taservs.net/integrations/conductor/pull/443"
44232,"MERGED","2025-01-29T22:06:08Z","2025-01-29T23:36:11Z","2025-01-29T23:36:11Z","ops","argo-apps","fix(revert): ship room request to remove agency tag",2,2,2,3,2,1,"master","data-platform-promoteToStaging/20250129.1301-release-2025-01-16-03-15-patch","https://git.taservs.net/ops/argo-apps/pull/44232"
439,"MERGED","2025-01-28T22:07:42Z","2025-01-29T21:34:22Z","2025-01-29T21:34:22Z","integrations","conductor","fix(logger): remove agency from tags (#437)",3,3,1,1,0,2,"releases/release-2025-01-16-03-15","patch-revert-20250116.1293-release-2025-01-16-03-15","https://git.taservs.net/integrations/conductor/pull/439"
437,"MERGED","2025-01-27T22:32:43Z","2025-01-28T18:43:23Z","2025-01-28T18:43:23Z","integrations","conductor","fix(logger): remove agency from tags",3,3,1,1,1,2,"master","aroethe/ship-request","https://git.taservs.net/integrations/conductor/pull/437"
73787,"CLOSED","2025-01-23T20:49:41Z","","2025-02-04T18:37:08Z","ops","k8s-deploy","data platform/promoteToProd/ca1/2025 01 23 10 35 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/ca1/2025-01-23-10-35-revert","https://git.taservs.net/ops/k8s-deploy/pull/73787"
73786,"CLOSED","2025-01-23T20:49:02Z","","2025-02-04T18:37:16Z","ops","k8s-deploy","data platform/promoteToProd/us3/2025 01 23 10 34 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/us3/2025-01-23-10-34-revert","https://git.taservs.net/ops/k8s-deploy/pull/73786"
73785,"CLOSED","2025-01-23T20:47:45Z","","2025-02-04T18:37:23Z","ops","k8s-deploy","data platform/promoteToProd/us1/2025 01 23 10 31 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/us1/2025-01-23-10-31-revert","https://git.taservs.net/ops/k8s-deploy/pull/73785"
59,"MERGED","2025-01-23T18:34:38Z","2025-01-30T21:15:20Z","2025-01-30T21:15:20Z","integrations","autoDLQ","fix(jira): remove comments from tx lookup",24,20,4,2,1,2,"master","aroethe/stopCommentTransactions","https://git.taservs.net/integrations/autoDLQ/pull/59"
72421,"MERGED","2025-01-16T01:45:01Z","2025-01-16T20:29:26Z","2025-01-16T20:29:26Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/ca1/2025-01-15-18-01",2,2,1,1,1,1,"master","data-platform/promoteToProd/ca1/2025-01-15-18-01","https://git.taservs.net/ops/k8s-deploy/pull/72421"
72420,"CLOSED","2025-01-16T01:42:31Z","","2025-01-16T17:59:36Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/us3/2025-01-15-18-01",2,2,1,1,1,0,"master","data-platform/promoteToProd/us3/2025-01-15-18-01","https://git.taservs.net/ops/k8s-deploy/pull/72420"
72417,"MERGED","2025-01-16T01:02:44Z","2025-01-16T20:27:56Z","2025-01-16T20:27:56Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/us1/2025-01-15-18-01",2,2,1,1,1,1,"master","data-platform/promoteToProd/us1/2025-01-15-18-01","https://git.taservs.net/ops/k8s-deploy/pull/72417"
433,"CLOSED","2025-01-13T21:40:37Z","","2025-01-30T21:05:29Z","integrations","conductor","feat(updateDocument) RMS-68793: Add revert to draft behavior on NonGO forms",331,14,9,13,1,8,"master","aroethe/updateFinilizedDocument","https://git.taservs.net/integrations/conductor/pull/433"
71593,"MERGED","2024-12-19T23:47:51Z","2024-12-20T01:32:31Z","2024-12-20T01:32:31Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/ca1/2024-12-19-16-41",2,2,1,1,1,1,"master","data-platform/promoteToProd/ca1/2024-12-19-16-41","https://git.taservs.net/ops/k8s-deploy/pull/71593"
71592,"MERGED","2024-12-19T23:45:49Z","2024-12-20T01:32:47Z","2024-12-20T01:32:47Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/us3/2024-12-19-16-41",2,2,1,1,1,4,"master","data-platform/promoteToProd/us3/2024-12-19-16-41","https://git.taservs.net/ops/k8s-deploy/pull/71592"
71591,"MERGED","2024-12-19T23:42:12Z","2024-12-20T01:31:21Z","2024-12-20T01:31:21Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/us1/2024-12-19-16-41",2,2,1,1,1,1,"master","data-platform/promoteToProd/us1/2024-12-19-16-41","https://git.taservs.net/ops/k8s-deploy/pull/71591"
43387,"MERGED","2024-12-19T23:35:47Z","2024-12-19T23:39:11Z","2024-12-19T23:39:11Z","ops","argo-apps","fix(revert): ship room request to revert",2,2,2,1,1,1,"master","data-platform-promoteToStaging-2024-12-19-16-30-42-manual","https://git.taservs.net/ops/argo-apps/pull/43387"
43385,"CLOSED","2024-12-19T23:28:22Z","","2024-12-19T23:29:55Z","ops","argo-apps","Difference from master data-platform-promoteToStaging-2024-12-19-16-2…",1870,3067,27,1,1,0,"master","data-platform-promoteToStaging-2024-12-19-16-28-09","https://git.taservs.net/ops/argo-apps/pull/43385"
424,"MERGED","2024-12-19T22:01:26Z","2025-01-02T18:31:45Z","2025-01-02T18:31:45Z","integrations","conductor","Revert ""RMS-56808 Add some standard API metrics (#402)""",2,14,2,3,0,2,"master","aroethe/revert-pr-shiproom-request","https://git.taservs.net/integrations/conductor/pull/424"
423,"MERGED","2024-12-19T21:51:43Z","2024-12-19T23:16:03Z","2024-12-19T23:16:03Z","integrations","conductor","Revert ""RMS-56808 Add some standard API metrics (#402)""",2,14,2,1,0,2,"releases/release-2024-12-15-17-47","releases/release-2024-12-15-17-47-revert-commit","https://git.taservs.net/integrations/conductor/pull/423"
422,"CLOSED","2024-12-19T21:44:54Z","","2024-12-19T21:52:21Z","integrations","conductor","Releases/release 2024 12 15 17 47 revert commit",7,14,3,2,0,0,"master","releases/release-2024-12-15-17-47-revert-commit","https://git.taservs.net/integrations/conductor/pull/422"
421,"CLOSED","2024-12-19T21:40:08Z","","2024-12-19T21:52:14Z","integrations","conductor","patch revert pr 20241215.1276 release 2024 12 15 17 47",7,14,3,2,0,0,"master","patch-revert-pr-20241215.1276-release-2024-12-15-17-47","https://git.taservs.net/integrations/conductor/pull/421"
71486,"CLOSED","2024-12-18T23:50:38Z","","2024-12-26T19:17:28Z","ops","k8s-deploy","data platform/promoteToProd/us3/2024 12 17 15 56 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/us3/2024-12-17-15-56-revert","https://git.taservs.net/ops/k8s-deploy/pull/71486"
71485,"CLOSED","2024-12-18T23:50:10Z","","2024-12-26T19:17:38Z","ops","k8s-deploy","data platform/promoteToProd/ca1/2024 12 17 15 56 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/ca1/2024-12-17-15-56-revert","https://git.taservs.net/ops/k8s-deploy/pull/71485"
71484,"CLOSED","2024-12-18T23:49:27Z","","2024-12-26T19:17:46Z","ops","k8s-deploy","data platform/promoteToProd/us1/2024 12 17 15 56 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/us1/2024-12-17-15-56-revert","https://git.taservs.net/ops/k8s-deploy/pull/71484"
54,"MERGED","2024-12-11T17:20:43Z","2024-12-19T21:06:25Z","2024-12-19T21:06:25Z","integrations","autoDLQ","docs(readme): update and add links to the must current information",49,20,1,4,0,1,"master","aroethe/readme-docs","https://git.taservs.net/integrations/autoDLQ/pull/54"
53,"MERGED","2024-12-11T16:37:08Z","2024-12-11T19:51:13Z","2024-12-11T19:51:13Z","integrations","autoDLQ","feat(action): batch requeue from jira ticket",90,28,12,4,0,3,"master","aroethe/batch-requeue","https://git.taservs.net/integrations/autoDLQ/pull/53"
52,"MERGED","2024-11-26T18:11:51Z","2024-12-03T00:00:20Z","2024-12-03T00:00:20Z","integrations","autoDLQ","feat(prompt): add project to prefix",17,2,2,1,0,1,"master","aroethe/prompt-ticket-group","https://git.taservs.net/integrations/autoDLQ/pull/52"
49,"MERGED","2024-11-22T23:35:50Z","2024-12-10T20:24:02Z","2024-12-10T20:24:02Z","integrations","autoDLQ","feat(jira): actions - generate, getTx, addTx, close",360,44,9,6,1,1,"master","aroethe/jira-requeue","https://git.taservs.net/integrations/autoDLQ/pull/49"
2081,"CLOSED","2024-11-19T22:09:44Z","","2025-04-15T05:06:12Z","integrations","translator","test(channelPkg): check if JSON file exists for every liquid template",22578,30,8,7,4,0,"master","aroethe/JSON-Channel-Package-lint","https://git.taservs.net/integrations/translator/pull/2081"
519,"MERGED","2024-11-13T21:25:24Z","2024-11-14T16:43:51Z","2024-11-14T16:43:51Z","axon","api-contracts","feat(api): GET default source/destination channel packages",270,166,2,6,2,2,"main","aroethe/default-channels","https://git.taservs.net/axon/api-contracts/pull/519"
48,"CLOSED","2024-11-08T21:51:14Z","","2024-12-02T16:26:57Z","rcom","mapper","feat(api): /mapper/api/channel-packages/default-mappings",174,3,6,7,2,0,"master","aroethe/api/channel-packages/default-mappings","https://git.taservs.net/rcom/mapper/pull/48"
2023,"MERGED","2024-11-08T18:20:45Z","2024-11-15T04:08:46Z","2024-11-15T04:08:46Z","integrations","translator","feat(api): /api/channel-packages/default-mappings",807,0,10,20,2,13,"master","aroethe/mapping-defaults","https://git.taservs.net/integrations/translator/pull/2023"
1979,"CLOSED","2024-10-22T18:46:01Z","","2024-11-12T18:20:38Z","integrations","translator","aroethe/liquid converter/json",20594,12,483,29,0,0,"master","aroethe/liquid-converter/json","https://git.taservs.net/integrations/translator/pull/1979"
47,"MERGED","2024-10-03T22:34:17Z","2024-10-04T18:48:52Z","2024-10-04T18:48:52Z","integrations","autoDLQ","fix(jira): error handling return early exist",41,26,4,3,1,1,"master","aroethe/jira-error-handle","https://git.taservs.net/integrations/autoDLQ/pull/47"
1925,"CLOSED","2024-09-28T06:46:46Z","","2024-10-28T15:59:52Z","integrations","translator","feat(route): /parseTemplate for liquid to JSON conversion",44,3,7,15,1,0,"master","aroethe/parseLiquid","https://git.taservs.net/integrations/translator/pull/1925"
46,"MERGED","2024-09-26T21:29:02Z","2024-10-04T18:48:38Z","2024-10-04T18:48:38Z","integrations","autoDLQ","refactor(artifact): change default behavior to not assume requeue",3,8,2,1,1,1,"master","aroethe/artifact-default","https://git.taservs.net/integrations/autoDLQ/pull/46"
503,"MERGED","2024-09-26T17:29:12Z","2024-11-13T19:39:24Z","2024-11-13T19:39:24Z","axon","api-contracts","feat(api): /<translator|mapper>/api/channel-packages/default-mappings",238,0,3,12,5,5,"main","aroethe/mapper-liquid","https://git.taservs.net/axon/api-contracts/pull/503"
45,"CLOSED","2024-09-24T22:25:39Z","","2024-09-24T22:28:52Z","integrations","autoDLQ","aroethe/remoteRequeue",21,0,3,27,0,0,"master","aroethe/remoteRequeue","https://git.taservs.net/integrations/autoDLQ/pull/45"
44,"MERGED","2024-09-24T20:38:32Z","2025-02-06T22:54:46Z","2025-02-06T22:54:46Z","integrations","autoDLQ","feat(config): proxy",20,0,3,4,1,2,"master","aroethe/enableLocalProxy","https://git.taservs.net/integrations/autoDLQ/pull/44"
43,"MERGED","2024-09-23T20:46:12Z","2024-09-24T19:06:04Z","2024-09-24T19:06:04Z","integrations","autoDLQ","docs(readme): doc generation workflow",494,92,25,5,0,1,"master","aroethe/readme","https://git.taservs.net/integrations/autoDLQ/pull/43"
42,"MERGED","2024-09-19T23:02:38Z","2024-09-24T19:05:48Z","2024-09-24T19:05:48Z","integrations","autoDLQ","feat(auth): Ask for Jira secrets on local setup",98,7,11,4,1,1,"master","aroethe/jiraToken","https://git.taservs.net/integrations/autoDLQ/pull/42"
56128,"CLOSED","2024-09-12T20:39:44Z","","2024-09-24T17:35:09Z","ops","k8s-deploy","data platform/promoteToProd/us1/2024 09 12 12 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/us1/2024-09-12-12-00-revert","https://git.taservs.net/ops/k8s-deploy/pull/56128"
56126,"MERGED","2024-09-12T19:01:30Z","2024-09-19T19:20:12Z","2024-09-19T19:20:12Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/us1/2024-09-12-12-00",2,2,1,1,1,1,"master","data-platform/promoteToProd/us1/2024-09-12-12-00","https://git.taservs.net/ops/k8s-deploy/pull/56126"
371,"MERGED","2024-09-12T18:42:57Z","2024-09-19T17:25:32Z","2024-09-19T17:25:33Z","integrations","conductor","style(readme): shiproom: why its safe",6,2,1,2,0,2,"master","aroethe/readme","https://git.taservs.net/integrations/conductor/pull/371"
364,"CLOSED","2024-08-30T16:45:22Z","","2024-12-11T17:55:35Z","integrations","conductor","fix(noGO): RecordsServiceException for already exists",30,14,1,2,0,1,"master","aroethe/noGO-exceptionHandle","https://git.taservs.net/integrations/conductor/pull/364"
37110,"CLOSED","2024-08-29T22:04:17Z","","2024-08-30T22:01:42Z","ops","argo-apps","promoteToUS2/regression-test",42,9,9,2,0,0,"master","promoteToProd/regression-test","https://git.taservs.net/ops/argo-apps/pull/37110"
40,"MERGED","2024-08-27T16:35:35Z","2024-09-17T22:49:46Z","2024-09-17T22:49:46Z","integrations","autoDLQ","feat(api): CRUD jira connection",1060,10,16,26,0,7,"master","aroethe/jira","https://git.taservs.net/integrations/autoDLQ/pull/40"
39,"MERGED","2024-08-22T20:54:58Z","2024-09-10T00:13:19Z","2024-09-10T00:13:19Z","integrations","autoDLQ","feat(flag): skipAuth for local tasks that don't require connection to a server",103,20,9,5,0,1,"master","aroethe/skip-auth","https://git.taservs.net/integrations/autoDLQ/pull/39"
53068,"CLOSED","2024-08-21T00:50:07Z","","2024-08-27T16:24:10Z","ops","k8s-deploy","revert(patch): conductor regression fix",0,0,0,2,0,0,"master","aroethe/regression-hotfix-revert","https://git.taservs.net/ops/k8s-deploy/pull/53068"
53067,"MERGED","2024-08-21T00:47:47Z","2024-08-21T20:46:22Z","2024-08-21T20:46:22Z","ops","k8s-deploy","fix(patch): conductor regression fix",2,2,1,3,1,1,"master","aroethe/regression-hotfix","https://git.taservs.net/ops/k8s-deploy/pull/53067"
36490,"MERGED","2024-08-20T18:51:01Z","2024-08-20T20:22:06Z","2024-08-20T20:22:06Z","ops","argo-apps","fix(patch): conductor",4,4,4,1,1,2,"master","releases/release-2024-08-20-10-01-patch","https://git.taservs.net/ops/argo-apps/pull/36490"
356,"CLOSED","2024-08-20T17:02:50Z","","2024-08-21T00:48:07Z","integrations","conductor","fix(patch): init metadata if empty (#354)",3,0,1,1,0,0,"releases/release-2024-08-14-00-19","releases/release-2024-08-20-10-01","https://git.taservs.net/integrations/conductor/pull/356"
354,"MERGED","2024-08-16T22:01:07Z","2024-08-20T16:45:35Z","2024-08-20T16:45:35Z","integrations","conductor","fix(chained): init metadata if empty",3,0,1,1,0,2,"master","aroethe/regression-hotfix","https://git.taservs.net/integrations/conductor/pull/354"
15,"CLOSED","2024-08-16T21:58:59Z","","2024-08-16T22:34:53Z","Software-Services-CSE","Integrations-Testing","fix(chained): init meta data",170,5,13,1,0,0,"master","aroethe/regression-hotfix","https://git.taservs.net/Software-Services-CSE/Integrations-Testing/pull/15"
36129,"MERGED","2024-08-14T00:16:49Z","2024-08-14T00:38:40Z","2024-08-14T00:38:40Z","ops","argo-apps","Revert ""test(conductor): update tags for end-to-end testing""",2,2,2,1,1,1,"master","revert-36045-aroethe/promToStage","https://git.taservs.net/ops/argo-apps/pull/36129"
420,"MERGED","2024-08-13T22:41:52Z","2024-08-22T17:01:20Z","2024-08-22T17:01:20Z","rcom","karate-api-test","fix(conductor): check if chained imports succeed",35,6,4,3,1,4,"master","aroethe/e2eTestUpdate","https://git.taservs.net/rcom/karate-api-test/pull/420"
36117,"CLOSED","2024-08-13T18:10:49Z","","2024-08-14T00:44:07Z","ops","argo-apps","Data platform promote to staging 2024 08 13 11 08 37",25,23,18,2,1,5,"master","data-platform-promoteToStaging-2024-08-13-11-08-37","https://git.taservs.net/ops/argo-apps/pull/36117"
